0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,12,4,2,0,0,1,2,53,19,0,0,0,5,0,1,0,0,0,0,2,1,0,1,0,3,0,0,0,0,0,0,1,0,0,0,2,6,0,0,0,0,2,1,11,0,0,0,18,6,44,15,13,0,7,0,30,7,1,0,0,1,0,0,0,0,0,0,0,0,0,1,11,41,1,1,2,0,5,10,19,16,1,0,28,30,3,0,2,0,9,1,4,0,3,0,7,14,1,0,0,0,0,0,0,0,0,0,6,9,1,0,2,0,0,0,1,0,0,0,11,8,14,1,6,0,2,0,3,0,3,0,0,6,1,0,0,0,0,0,0,1,0,0,0,7,0,0,0,1,0,1,12,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3,0,0,0,1,0,0,0,3,0,1,0,1,0,0,0,2,1,21,3,5,0,1,0,19,2,4,1,1,2,3,0,4,1,2,1,2,5,3,0,1,2,2,1,0,18,1,6,1,7,0,1,0,1,0,0,2,0,0,1,1,0,0,2,8,0,1,1,1,1,2,0,23,17,7,0,0,0,0,1,1,4,0,3,7,5,0,0,1,0,5,2,2,1,1,0,11,5,0,0,1,0,0,1,1,0,0,0,0,1,0,5,2,9,1,0,3,2,0,0,0,1,1,0,11,2,17,4,27,0,3,0,4,1,3,2,21,19,1,1,13,0,0,1,1,0,0,0,1,0,1,0,3,0,0,0,0,0,1,0,3,0,18,2,17,0,0,0,6,0,3,1,0,2,2,0,6,1,0,0,3,3,1,9,1,22,0,0,3,26,0,10,1,4,1,0,3,0,0,0,4,1,0,0,0,1,1,2,4,19,0,0,3
0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,10,0,0,0,9,0,8,2,15,3,42,2,0,2,0,0,0,2,0,1,11,47,1,5,0,2,0,0,0,5,1,3,2,16,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,1,0,0,2,3,14,3,0,0,3,0,0,0,4,1,6,0,5,0,0,0,0,2,0,0,0,2,0,22,5,12,0,1,1,0,0,0,0,0,0,1,1,0,31,0,14,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,4,10,0,0,1,0,0,0,0,0,0,3,6,3,0,0,1,0,1,0,0,0,1,1,37,0,0,0,10,0,3,0,0,0,8,2,37,21,0,0,2,1,0,1,1,7,0,24,1,5,0,12,0,13,0,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
0,0,0,0,0,0,0,1,0,6,1,0,0,0,0,6,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,1,1,1,0,4,0,3,1,0,5,1,49,5,8,0,1,3,4,0,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,3,2,49,3,4,0,2,0,12,1,0,9,1,34,27,27,1,0,1,1,2,0,0,0,0,0,8,3,0,0,7,6,1,0,0,1,1,0,0,1,0,0,52,14,50,1,10,0,1,32,0,3,0,0,12,24,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,12,2,1,0,2,1,26,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,9,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0
0,1,0,1,6,0,0,1,1,0,0,0,1,2,1,0,0,0,1,1,2,1,1,4,0,9,6,13,12,2,0,1,0,0,0,1,1,0,0,2,6,1,4,14,19,1,0,15,11,7,8,5,5,11,1,0,0,0,1,0,0,1,1,0,1,0,2,11,5,2,0,13,4,0,2,6,20,0,2,10,7,0,1,8,4,3,3,5,2,3,0,4,2,5,0,4,0,2,0,1,9,2,0,2,0,1,2,9,0,1,1,0,2,1,0,9,4,0,0,3,1,5,1,1,1,0,0,3,0,1,0,3,0,1,0,0,3,0,1,2,5,1,1,4,0,0,0,0,1,0,0,16,4,0,2,4,0,10,2,4,1,0,2,8,5,0,0,1,0,12,9,2,2,2,1,0,2,0,0,3,3,0,1,1,7,0,4,3,12,1,0,3,15,1,5,0,5,0,1,0,0,0,2,2,1,1,1,0,0,0,8,7,14,1,0,11
1,0,0,1,1,1,1,0,1,1,1,0,0,3,0,0,0,0,0,4,2,2,0,4,1,7,3,14,4,6,0,1,2,0,0,0,3,1,1,4,31,0,9,1,3,0,12,0,1,0,4,0,27,1,0,1,0,0,0,1,2,1,4,6,23,0,1,0,3,0,0,0,0,0,1,1,1,0,5,0,1,0,1,1,0,0,2,3,3,0,0,1,0,1,0,2,2,3,1,29,16,3,0,2,4,0,1,0,0,1,0,0,0,0,12,10,17,0,10,1,0,3,0,0,3,3,0,3,1,0,0,0,0,2,0,0,0,0,2,1,8,0,2,0,0,2,0,3,0,2,4,14,10,1,0,2,1,2,2,1,0,2,1,41,6,1,2,6,2,18,0,7,2,18,2,18,5,0,0,2,0,0,1,3,2,0,9,0,1,0,13,0,1,0,0,0,21,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0
0,0,0,1,1,5,0,0,2,0,0,0,0,0,1,0,0,0,0,8,1,0,0,7,0,13,3,5,1,32,0,8,4,0,0,6,0,1,0,6,28,1,2,0,3,0,2,0,7,0,3,2,29,1,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,1,1,7,10,12,0,0,0,0,0,2,1,0,3,4,1,0,0,1,2,1,0,2,0,8,2,25,5,19,2,1,0,0,0,0,0,0,0,0,0,0,13,0,18,0,0,1,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,7,14,0,0,3,0,2,1,0,0,2,0,23,0,0,0,7,0,3,0,0,0,8,3,21,33,0,0,2,6,0,0,2,15,0,21,0,5,0,3,1,22,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0
0,0,0,0,0,0,0,1,2,3,1,0,0,1,0,3,1,0,1,1,2,2,3,2,0,0,0,1,0,1,0,2,1,1,0,0,0,1,2,6,1,1,2,0,3,2,3,1,2,7,1,10,6,1,1,4,10,3,9,0,0,6,7,10,5,3,0,0,0,0,1,0,0,0,0,1,0,1,3,5,7,6,8,0,0,1,3,14,3,2,3,5,24,10,10,5,0,6,1,11,2,0,1,1,1,0,3,0,0,5,3,2,0,1,4,2,5,5,9,0,0,11,16,16,8,3,4,8,15,9,4,2,1,11,7,8,5,5,0,2,3,1,3,0,0,0,0,0,1,0,2,3,8,10,7,0,0,4,2,12,1,0,1,6,4,17,10,0,0,4,2,6,4,1,3,1,4,1,1,0,0,1,0,2,0,1,0,0,2,1,3,0,0,5,1,2,1,0,1,0,0,1,1,0,0,3,2,2,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7,1,17,34,10,0,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,65,2,1,0,1,0,20,1,0,1,1,0,55,3,1,0,0,0,1,0,1,0,1,0,29,1,0,0,1,13,0,0,0,0,0,2,1,0,1,0,65,21,14,0,27,1,2,88,0,3,0,0,0,19,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,15,0,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,0,19,4,3,0,0,1,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,23,11,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,46,0,0,0,1,0,47,0,0,4,0,5,67,4,4,0,0,0,0,0,0,0,0,0,40,0,0,0,2,14,1,0,0,0,0,0,0,0,0,0,45,47,13,0,36,0,0,81,1,0,0,0,0,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,5,0,33,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
